"STATION","NAME","DATE","TMAX","TMIN"
"USW00026533","BETTLES AIRPORT, AK US","2017-02-28","10","-13"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-01","5","-29"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-02","-13","-39"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-03","-9","-33"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-04","-4","-35"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-05","-9","-38"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-06","-9","-42"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-07","-11","-44"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-08","-9","-40"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-09","-2","-32"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-10","10","-13"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-11","16","-8"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-12","13","-20"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-13","11","-19"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-14","6","-20"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-15","6","-26"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-16","7","-30"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-17","7","-31"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-18","14","-21"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-19","12","-22"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-20","3","-26"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-21","4","-31"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-22","20","-23"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-23","9","-19"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-24","9","-26"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-25","20","-19"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-26","20","-17"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-27","23","-9"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-28","20","14"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-29","25","12"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-30","28","5"
"USW00026533","BETTLES AIRPORT, AK US","2017-03-31","34","5"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-01","34","13"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-02","34","18"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-03","39","14"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-04","41","9"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-05","40","17"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-06","38","23"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-07","31","15"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-08","25","0"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-09","36","10"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-10","40","3"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-11","41","10"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-12","46","14"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-13","43","18"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-14","45","16"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-15","36","11"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-16","34","19"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-17","36","16"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-18","40","9"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-19","38","12"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-20","38","12"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-21","40","9"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-22","41","16"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-23","44","18"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-24","44","23"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-25","43","18"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-26","43","23"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-27","37","21"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-28","42","15"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-29","48","21"
"USW00026533","BETTLES AIRPORT, AK US","2017-04-30","49","28"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-01","51","27"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-02","53","31"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-03","53","31"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-04","53","31"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-05","50","28"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-06","58","32"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-07","62","37"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-08","65","41"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-09","52","36"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-10","58","25"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-11","61","34"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-12","64","42"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-13","61","36"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-14","64","36"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-15","66","31"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-16","69","34"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-17","71","45"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-18","58","41"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-19","62","38"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-20","59","43"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-21","64","39"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-22","65","45"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-23","55","40"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-24","56","31"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-25","50","36"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-26","47","34"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-27","56","33"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-28","62","33"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-29","59","46"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-30","52","42"
"USW00026533","BETTLES AIRPORT, AK US","2017-05-31","64","31"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-01","69","34"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-02","71","40"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-03","74","41"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-04","78","36"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-05","77","48"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-06","77","50"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-07","78","53"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-08","75","60"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-09","79","64"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-10","68","51"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-11","65","48"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-12","70","44"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-13","67","43"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-14","72","46"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-15","75","48"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-16","69","44"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-17","64","40"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-18","69","47"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-19","73","42"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-20","71","53"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-21","75","43"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-22","74","47"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-23","68","47"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-24","70","42"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-25","70","42"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-26","77","44"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-27","80","51"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-28","73","53"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-29","81","50"
"USW00026533","BETTLES AIRPORT, AK US","2017-06-30","73","59"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-01","73","57"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-02","79","49"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-03","81","57"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-04","79","61"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-05","75","54"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-06","80","47"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-07","79","51"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-08","86","47"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-09","73","59"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-10","61","53"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-11","77","52"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-12","81","57"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-13","80","56"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-14","84","54"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-15","83","54"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-16","79","57"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-17","76","48"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-18","81","54"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-19","82","53"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-20","75","52"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-21","72","46"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-22","75","51"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-23","66","54"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-24","65","53"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-25","69","44"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-26","74","53"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-27","77","55"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-28","76","48"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-29","75","50"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-30","77","43"
"USW00026533","BETTLES AIRPORT, AK US","2017-07-31","69","50"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-01","59","52"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-02","60","53"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-03","61","53"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-04","72","57"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-05","72","54"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-06","77","50"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-07","79","46"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-08","70","55"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-09","72","50"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-10","67","49"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-11","67","45"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-12","56","40"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-13","65","50"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-14","52","43"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-15","56","42"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-16","61","48"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-17","61","39"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-18","54","37"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-19","55","34"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-20","59","37"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-21","62","35"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-22","57","33"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-23","54","35"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-24","51","33"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-25","57","44"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-26","51","41"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-27","48","41"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-28","52","34"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-29","54","28"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-30","44","35"
"USW00026533","BETTLES AIRPORT, AK US","2017-08-31","57","37"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-01","58","41"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-02","55","37"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-03","61","39"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-04","53","41"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-05","61","41"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-06","58","45"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-07","54","45"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-08","57","35"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-09","60","34"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-10","57","37"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-11","49","36"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-12","49","37"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-13","52","45"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-14","57","46"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-15","57","43"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-16","62","39"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-17","66","41"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-18","53","41"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-19","47","36"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-20","47","35"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-21","50","36"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-22","46","39"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-23","54","33"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-24","54","28"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-25","47","26"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-26","50","30"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-27","49","26"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-28","48","25"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-29","39","15"
"USW00026533","BETTLES AIRPORT, AK US","2017-09-30","41","28"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-01","46","34"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-02","46","34"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-03","48","35"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-04","46","37"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-05","46","35"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-06","41","28"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-07","40","26"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-08","44","31"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-09","34","19"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-10","35","28"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-11","39","31"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-12","36","23"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-13","34","26"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-14","32","27"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-15","27","21"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-16","26","17"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-17","18","2"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-18","19","-4"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-19","11","-12"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-20","11","-5"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-21","13","-8"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-22","16","0"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-23","17","-8"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-24","20","10"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-25","24","7"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-26","31","22"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-27","34","27"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-28","35","29"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-29","37","29"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-30","34","13"
"USW00026533","BETTLES AIRPORT, AK US","2017-10-31","17","3"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-01","13","2"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-02","12","0"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-03","17","9"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-04","16","2"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-05","18","8"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-06","12","-5"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-07","14","-1"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-08","24","9"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-09","29","15"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-10","16","-9"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-11","7","-1"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-12","12","3"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-13","10","-14"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-14","8","-19"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-15","11","0"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-16","12","2"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-17","7","-13"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-18","-8","-18"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-19","0","-19"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-20","-16","-30"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-21","0","-20"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-22","1","-6"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-23","0","-23"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-24","-6","-19"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-25","-16","-28"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-26","-4","-27"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-27","-2","-13"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-28","-2","-17"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-29","10","-5"
"USW00026533","BETTLES AIRPORT, AK US","2017-11-30","9","-6"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-01","15","5"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-02","17","3"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-03","17","8"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-04","23","11"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-05","22","1"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-06","27","19"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-07","26","14"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-08","26","17"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-09","20","13"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-10","19","8"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-11","34","11"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-12","32","14"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-13","38","22"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-14","32","28"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-15","29","17"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-16","20","13"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-17","13","7"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-18","15","6"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-19","20","11"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-20","28","18"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-21","29","6"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-22","22","3"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-23","12","-5"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-24","3","-10"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-25","-4","-13"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-26","-7","-15"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-27","-5","-21"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-28","-10","-28"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-29","-2","-13"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-30","1","-4"
"USW00026533","BETTLES AIRPORT, AK US","2017-12-31","8","-4"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-01","6","-10"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-02","23","3"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-03","24","0"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-04","19","8"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-05","14","1"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-06","5","-7"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-07","-2","-21"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-08","3","-28"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-09","0","-28"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-10","-22","-36"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-11","-7","-34"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-12","-5","-14"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-13","27","-11"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-14","24","6"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-15","10","-1"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-16","26","1"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-17","30","21"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-18","24","6"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-19","8","-12"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-20","-12","-35"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-21","-22","-44"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-22","-29","-46"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-23","-29","-42"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-24","-33","-40"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-25","-7","-35"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-26","-6","-14"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-27","-10","-32"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-28","-19","-30"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-29","-19","-34"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-30","-23","-37"
"USW00026533","BETTLES AIRPORT, AK US","2018-01-31","-9","-31"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-01","-8","-23"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-02","-14","-31"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-03","-5","-24"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-04","-11","-28"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-05","1","-29"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-06","2","-13"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-07","-3","-25"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-08","-5","-28"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-09","-9","-26"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-10","-1","-30"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-11","16","-8"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-12","20","6"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-13","20","10"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-14","21","15"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-15","15","1"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-16","5","-20"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-17","7","-21"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-18","14","1"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-19","19","2"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-20","30","14"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-21","27","13"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-22","24","19"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-23","22","4"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-24","4","-21"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-25","4","-23"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-26","4","-11"
"USW00026533","BETTLES AIRPORT, AK US","2018-02-27","8","-22"
